path,top_level,required_area,role,extension,file_name,size_bytes,line_count,git_blob_sha,index_control_note,action_decision
docs/smoke_tests/M6.7B_Result.md,docs,docs,Documentation evidence — smoke_tests,.md,M6.7B_Result.md,7755,251,2e8c0434e9c44613a65208f8cd291894ba6a0078,Tracked documentation/evidence asset.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/smoke_tests/M6.7C_Result.md,docs,docs,Documentation evidence — smoke_tests,.md,M6.7C_Result.md,7436,262,258eacbab5cbf72de4abc6253f3300f9779a9ab3,Tracked documentation/evidence asset.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/smoke_tests/M6_7A_Result.md,docs,docs,Documentation evidence — smoke_tests,.md,M6_7A_Result.md,5347,223,efa2d36240bed0fad08eb3108de69827c9e607e7,Tracked documentation/evidence asset.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/smoke_tests/M6_7A_Smoke_Test_Protocol.md,docs,docs,Documentation evidence — smoke_tests,.md,M6_7A_Smoke_Test_Protocol.md,3434,152,e732686d88e92dab47680f49a0f5e08a660a1a60,Tracked documentation/evidence asset.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/smoke_tests/M6_7B_Smoke_Test_Protocol.md,docs,docs,Documentation evidence — smoke_tests,.md,M6_7B_Smoke_Test_Protocol.md,3675,158,3e93489ded562798ec7f4d0974a39e8a89c24783,Tracked documentation/evidence asset.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/smoke_tests/M6_7C_Smoke_Test_Protocol.md,docs,docs,Documentation evidence — smoke_tests,.md,M6_7C_Smoke_Test_Protocol.md,3633,142,1562c9740f2460d36c9a14db1ca9760ffa543c5c,Tracked documentation/evidence asset.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/smoke_tests/README.md,docs,docs,Documentation evidence — smoke_tests,.md,README.md,3217,104,f3829043787ad8e1e484a9bb9572b98c84085593,Tracked documentation/evidence asset.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/smoke_tests/smoke_test_interim_M5.md,docs,docs,Documentation evidence — smoke_tests,.md,smoke_test_interim_M5.md,7585,244,a231d8f5dbbbda1d6fe2479d9bd7611ab631cf86,Tracked documentation/evidence asset.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/standards/STANDARDS_SOURCE_REGISTRY.md,docs,docs,Documentation evidence — standards,.md,STANDARDS_SOURCE_REGISTRY.md,32593,492,6b32f5f27968d242aa3810326817d446434608dd,Tracked documentation/evidence asset.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
requirements.txt,.,root,Root repository file,.txt,requirements.txt,17,1,52931166edee41bafa9f11e94572ddb436cce61d,"Repository-level control, configuration, documentation, or packaging surface.","Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_ai_evaluation_baseline.py,tests,tests,Pytest validation file,.py,test_ai_evaluation_baseline.py,10693,285,9f4ee8284535409748ee672eebe692f44cc9c82d,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_ai_quality_gates.py,tests,tests,Pytest validation file,.py,test_ai_quality_gates.py,12028,311,51bc84d183ff9a37db769a8dd26ca3a0f8fa775a,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_ai_recommendation_behavior.py,tests,tests,Pytest validation file,.py,test_ai_recommendation_behavior.py,18138,400,d828bde4a9dd8e9344e68f1957a3ccfd326f7a97,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_ai_retrieval_use_rules.py,tests,tests,Pytest validation file,.py,test_ai_retrieval_use_rules.py,7557,193,81b1073719f00d91ab19ecaa751a806b2871c031,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_ai_review_assistance.py,tests,tests,Pytest validation file,.py,test_ai_review_assistance.py,13064,313,556e23c42af621467fc99d855ee1e47ef1a377ac,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_ai_runtime_boundary.py,tests,tests,Pytest validation file,.py,test_ai_runtime_boundary.py,7675,188,8ecf9b4053f758a4cec199e20b02da59f6b6dc87,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_ai_runtime_context_packaging.py,tests,tests,Pytest validation file,.py,test_ai_runtime_context_packaging.py,9979,254,695a2794914f6d5a9d53b5afe05bebe843a37e63,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_ai_runtime_generation_modes.py,tests,tests,Pytest validation file,.py,test_ai_runtime_generation_modes.py,11967,288,6c35fd05e1c037bf7c837a6cbb165e5a3b2c3668,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_ai_runtime_output_acceptance.py,tests,tests,Pytest validation file,.py,test_ai_runtime_output_acceptance.py,16171,405,24ffb1dbc3b2f3fe44a3463481b433f316948d84,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_ai_standards_detail_checks.py,tests,tests,Pytest validation file,.py,test_ai_standards_detail_checks.py,12756,336,1860d04e5b79c8455ee7c5d5ed6ce2d72ea58b5a,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_ai_summarization_reporting.py,tests,tests,Pytest validation file,.py,test_ai_summarization_reporting.py,17530,379,9a6b2d2b584281ccd6fd0af7171b51f7fa9b8b8e,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_ai_workflow_expansion_boundaries.py,tests,tests,Pytest validation file,.py,test_ai_workflow_expansion_boundaries.py,14031,330,922e571e64fdcbe56abf8c2122a43aded7c5c1de,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_api_boundary.py,tests,tests,Pytest validation file,.py,test_api_boundary.py,2053,53,ee0b13bb56ad1580b7b47977ef60d023cdfed714,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_api_command_intake.py,tests,tests,Pytest validation file,.py,test_api_command_intake.py,8214,234,f7eedad4dcdf1915017a578cc5c4a25bdf4989a1,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_api_contracts.py,tests,tests,Pytest validation file,.py,test_api_contracts.py,3528,115,ab10c62c25d5344fdec0f206ea6414db141b6971,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_api_read_surface.py,tests,tests,Pytest validation file,.py,test_api_read_surface.py,6160,199,c8b1285b01a81103ee6c88e800b0331e46269863,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_api_safety.py,tests,tests,Pytest validation file,.py,test_api_safety.py,5272,153,b565a4bca37ec990e0475b604729c9ece9bd71d7,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_api_service_boundary.py,tests,tests,Pytest validation file,.py,test_api_service_boundary.py,4425,126,1a506db1cf3f3051f7e3c2c58820b1c2ed498158,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_calendar_source_model.py,tests,tests,Pytest validation file,.py,test_calendar_source_model.py,8116,212,b3e453893ad6133de363f4e5608081cb6345a64a,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_collection_cli.py,tests,tests,Pytest validation file,.py,test_collection_cli.py,37401,1151,421649048f80e7b3595769c10f267f709833eb66,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_collection_logic.py,tests,tests,Pytest validation file,.py,test_collection_logic.py,4507,154,c3ed23f930dd9d54ad2728771ec90c1c30eb23a7,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_collection_persistence_validation.py,tests,tests,Pytest validation file,.py,test_collection_persistence_validation.py,17525,533,bd4101c0709c738e4b29b2f02ccad7a36547d918,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_collection_work_package_relationships.py,tests,tests,Pytest validation file,.py,test_collection_work_package_relationships.py,6062,204,e2ba1bcf368ddeaabafa0e1ab57ef83b1af399cc,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_collection_work_package_update_cli.py,tests,tests,Pytest validation file,.py,test_collection_work_package_update_cli.py,11160,350,b2275f8a0247bdd223b7b66555c24c970d9329fe,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_controlled_drafting.py,tests,tests,Pytest validation file,.py,test_controlled_drafting.py,6162,158,a35a1e6ac0d5cfb32a76e8f3496d02d632575417,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_controlled_drafting_model.py,tests,tests,Pytest validation file,.py,test_controlled_drafting_model.py,5990,169,1eb2916287d2ca44471cdb9cbd362baf7c5a6d21,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_controlled_drafting_store.py,tests,tests,Pytest validation file,.py,test_controlled_drafting_store.py,2937,99,c529122861da95444cb8d1cffc7c3764b93e868e,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_cross_library_validation.py,tests,tests,Pytest validation file,.py,test_cross_library_validation.py,8392,238,12db069c5c426abc8dfdd0048f16e3cf58a40cb2,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_document_engine_artifact_lifecycle.py,tests,tests,Pytest validation file,.py,test_document_engine_artifact_lifecycle.py,13148,355,7320233dc8e0ab593a9cbd82badd86e5d26d8330,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_document_engine_authoring_controls.py,tests,tests,Pytest validation file,.py,test_document_engine_authoring_controls.py,8081,210,35b5cdebbabf06db4e20a24fc443768b68fe481c,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_document_engine_dcf_intake.py,tests,tests,Pytest validation file,.py,test_document_engine_dcf_intake.py,5748,154,295e1449d0ae3170be9af54d8f49dfa5d8bc899e,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_document_engine_document_contracts.py,tests,tests,Pytest validation file,.py,test_document_engine_document_contracts.py,6452,168,25a2a3c56f4b4c758695d1fa944920d05c0a8133,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_document_engine_standards_guardrails.py,tests,tests,Pytest validation file,.py,test_document_engine_standards_guardrails.py,11854,297,d70e1dd42cb45db81692896be6fe6a8f04e5ec3e,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_document_engine_template_governance.py,tests,tests,Pytest validation file,.py,test_document_engine_template_governance.py,4519,118,ab251f3a27a57ded2038230926b07db1bde38ee7,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_document_engine_workflow_integration.py,tests,tests,Pytest validation file,.py,test_document_engine_workflow_integration.py,14239,394,bfddc173e5b20a5c3f2df775afde04378c0d850b,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_document_input_dependency_model.py,tests,tests,Pytest validation file,.py,test_document_input_dependency_model.py,5281,157,ffab0029c246276584aae0fe1d0aa1f8f67740ed,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_document_input_dependency_store.py,tests,tests,Pytest validation file,.py,test_document_input_dependency_store.py,5510,159,01fa2fd2ec798fbeef8123947c681a195255610e,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_document_input_schema_binding.py,tests,tests,Pytest validation file,.py,test_document_input_schema_binding.py,3812,103,2c7d48cf13655169d3a728f7b1b3ac6adee144b4,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_document_input_schema_model.py,tests,tests,Pytest validation file,.py,test_document_input_schema_model.py,6448,182,d90790035f9a7ad26221a1207396f2798878ce83,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_document_input_schema_store.py,tests,tests,Pytest validation file,.py,test_document_input_schema_store.py,2462,79,58d47f1e2cab72cecddc4cc326da3ee915cc4c8c,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_document_lifecycle.py,tests,tests,Pytest validation file,.py,test_document_lifecycle.py,5134,144,1ce0d03e9a14900034bb420e8f3ef29c0979a3d2,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_document_lifecycle_model.py,tests,tests,Pytest validation file,.py,test_document_lifecycle_model.py,4886,137,5faa6c0352bbae09974507b96204bc7e5e65c819,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_document_lifecycle_store.py,tests,tests,Pytest validation file,.py,test_document_lifecycle_store.py,1630,53,8cdf24403dec35d58606d87797c1e8b16913ff19,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_document_template_body_model.py,tests,tests,Pytest validation file,.py,test_document_template_body_model.py,5196,148,c5437da67815489ba290003126d7224a0fe1d6f2,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_document_template_body_store.py,tests,tests,Pytest validation file,.py,test_document_template_body_store.py,5868,175,e79d76b4cba9dec761ea789f353c1b08f2bbb562,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_document_template_model.py,tests,tests,Pytest validation file,.py,test_document_template_model.py,4982,146,d8067258595f7a212b4f3115405e50c21e51c71c,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_document_template_schema_binding.py,tests,tests,Pytest validation file,.py,test_document_template_schema_binding.py,2263,59,0748fc38968f25cc71092dfadf5e9c8e665d3d0e,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_document_template_store.py,tests,tests,Pytest validation file,.py,test_document_template_store.py,3224,106,0fbea17cb49713940012c453cb2730a70c54c005,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_export_engine_contracts.py,tests,tests,Pytest validation file,.py,test_export_engine_contracts.py,7976,191,451edec04b41888b9922b479d01ab2ec616112c7,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_export_engine_dashboard_surfaces.py,tests,tests,Pytest validation file,.py,test_export_engine_dashboard_surfaces.py,9306,252,eafd1719ae5ab64a46f31a14bf944cdbe0ae8144,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_export_engine_gantt_surfaces.py,tests,tests,Pytest validation file,.py,test_export_engine_gantt_surfaces.py,7839,222,b644b1f29ffee583e7881952c18b1bac3beba7cb,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_export_engine_invocation.py,tests,tests,Pytest validation file,.py,test_export_engine_invocation.py,7628,195,1be6bd9ba834b0a2af8fb0246401ad8fa7ddfff7,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_export_engine_reporting_surfaces.py,tests,tests,Pytest validation file,.py,test_export_engine_reporting_surfaces.py,9802,247,d97612fa37a8266064b094f189c31d4dc5d16719,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_export_engine_spreadsheet_surfaces.py,tests,tests,Pytest validation file,.py,test_export_engine_spreadsheet_surfaces.py,11167,309,5568c5d904b617bd354a4108b9599b2d2755f987,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_external_surface_acceptance.py,tests,tests,Pytest validation file,.py,test_external_surface_acceptance.py,10862,272,5e43465db076e517c76d6eb2bcb45b040cbde5e2,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_external_surface_boundary.py,tests,tests,Pytest validation file,.py,test_external_surface_boundary.py,4556,117,44b9aa3c2b8d3a163438d46263755e4f94f2d346,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_external_surface_consistency.py,tests,tests,Pytest validation file,.py,test_external_surface_consistency.py,9881,279,cbc454d022f68da1ff9337ebcd9fe0ed10f1a816,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_external_surface_contracts.py,tests,tests,Pytest validation file,.py,test_external_surface_contracts.py,7591,210,837ee1c7cda3121cb4e281e749e788401f13d8c7,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_external_surface_governance.py,tests,tests,Pytest validation file,.py,test_external_surface_governance.py,10133,285,f5776f2638d0130c780b974a69bb6bdbe99b4f43,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_generation_surface_cli.py,tests,tests,Pytest validation file,.py,test_generation_surface_cli.py,2831,104,7d3dfd16a98295b4dcb8378fd1dfe79582f6a9c5,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_generation_surface_logic.py,tests,tests,Pytest validation file,.py,test_generation_surface_logic.py,7941,215,9dd267a7227101f771f7fcfe9f3ac244fdce8bc9,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_governed_library_coverage_pack.py,tests,tests,Pytest validation file,.py,test_governed_library_coverage_pack.py,10058,261,6ca05cb5a2930a783c818b9c46d6aed8f7d44b41,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_governed_library_release_validation.py,tests,tests,Pytest validation file,.py,test_governed_library_release_validation.py,6665,181,86a2b245132b5d88c47b623daa71c364858e9911,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_governed_library_service_hardening.py,tests,tests,Pytest validation file,.py,test_governed_library_service_hardening.py,8005,188,4af44cd9b8251cfef05ef3f366e4a81514693a20,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_m11_1_production_structure_baseline.py,tests,tests,Pytest validation file,.py,test_m11_1_production_structure_baseline.py,1923,64,b9a7d2d4b322479b1d7b281d7736ad8e9de25dcb,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_m11_3_versioning_discipline.py,tests,tests,Pytest validation file,.py,test_m11_3_versioning_discipline.py,959,37,58067ebc6cb5905c36041776e3c256a074f93beb,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_m11_4_retrieval_architecture_basics.py,tests,tests,Pytest validation file,.py,test_m11_4_retrieval_architecture_basics.py,3240,91,b4b3a8ac2b543a2ce0a32fd9559e6760bfc15457,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_m11_5a_runtime_control_hardening.py,tests,tests,Pytest validation file,.py,test_m11_5a_runtime_control_hardening.py,5319,161,d7a60fa4cc78c24b74d127fa932db703034262aa,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_m11_5c_maintainability_hardening.py,tests,tests,Pytest validation file,.py,test_m11_5c_maintainability_hardening.py,9000,285,03e71fb0ba46f84ae2c00d28791d879803d49ce4,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_m11_6_architecture_cleanup_consolidation.py,tests,tests,Pytest validation file,.py,test_m11_6_architecture_cleanup_consolidation.py,9675,230,ac5866f228d5427edc1a90d7898fe041525bfa77,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_m8_5c_cross_entity_validation_cli.py,tests,tests,Pytest validation file,.py,test_m8_5c_cross_entity_validation_cli.py,11907,370,8136a151fedc386c92aeb639af760090b30c5558,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_m8_7_cross_entity_surface_consolidation.py,tests,tests,Pytest validation file,.py,test_m8_7_cross_entity_surface_consolidation.py,4304,140,ff99578ecf1f4a20595a813ad706083a25a254a5,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_mapping_source_model.py,tests,tests,Pytest validation file,.py,test_mapping_source_model.py,13062,388,76c586c95449992c0782f6d6f1c2e4a711da3f6e,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_mvp_profile_calendar_planning_mapping_expansion.py,tests,tests,Pytest validation file,.py,test_mvp_profile_calendar_planning_mapping_expansion.py,6081,163,fcbd32af02a0f8b07022c00d63037b08d3120e5b,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_mvp_standards_document_applicability.py,tests,tests,Pytest validation file,.py,test_mvp_standards_document_applicability.py,9546,254,3cf321bb04735e4abace6b38cb2a25832ce65b7b,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_mvp_task_pool_expansion.py,tests,tests,Pytest validation file,.py,test_mvp_task_pool_expansion.py,5246,185,f6603053d9d62ed16798ffbc0a1fa135372601bf,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_mvp_trial_scenario_coverage.py,tests,tests,Pytest validation file,.py,test_mvp_trial_scenario_coverage.py,5739,166,9b4139e4e954cd434b25c5b419e885d9d2db269f,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_orchestration_cli.py,tests,tests,Pytest validation file,.py,test_orchestration_cli.py,16680,470,fe20d691ee96115ed56d77e67b8d67d90e586c1e,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_output_acceptance_logic.py,tests,tests,Pytest validation file,.py,test_output_acceptance_logic.py,7482,226,d1cdb47a5fdf50e2b4212f87efccb58992b5169f,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_output_consistency_logic.py,tests,tests,Pytest validation file,.py,test_output_consistency_logic.py,10598,302,ecd1cc8a6f728ad918212ae09de82a01ee647501,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_output_contract_logic.py,tests,tests,Pytest validation file,.py,test_output_contract_logic.py,6406,197,e290739ae0fac3a59c61e3bda759ec6ad0eeb27d,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_output_failure_logic.py,tests,tests,Pytest validation file,.py,test_output_failure_logic.py,15150,416,4ca03b4602bd855033e2d0645e0b2565ebb58cd0,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_output_family_logic.py,tests,tests,Pytest validation file,.py,test_output_family_logic.py,10287,296,67d766c612b02af78f1ccbe58432d95f9f7a958f,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_output_mapping_logic.py,tests,tests,Pytest validation file,.py,test_output_mapping_logic.py,7691,213,0bfed3f7bf3281e78491ee138591d3b3e1ab5da4,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_output_retry_logic.py,tests,tests,Pytest validation file,.py,test_output_retry_logic.py,8840,256,2282d3b117dda3d359afdf94bfe1cc6641744b4b,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_output_target_logic.py,tests,tests,Pytest validation file,.py,test_output_target_logic.py,4949,155,058c9e60ce20cc4775517fa65064d84393f4d52c,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_output_validation.py,tests,tests,Pytest validation file,.py,test_output_validation.py,7783,213,9e598716e14b94549cff6d921ece224d3c3c1adb,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_output_validation_cli.py,tests,tests,Pytest validation file,.py,test_output_validation_cli.py,4357,148,a957b8f2fbe861f64efe22b10faad24a6e72a6c6,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_output_validation_logic.py,tests,tests,Pytest validation file,.py,test_output_validation_logic.py,5818,184,c670e5114a76dd5d8f4b7d15a2a047467cb80994,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_output_validation_model.py,tests,tests,Pytest validation file,.py,test_output_validation_model.py,4881,140,2d2c2c4c11697ddbbd00c145293cf7206af8da26,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_output_validation_store.py,tests,tests,Pytest validation file,.py,test_output_validation_store.py,2284,74,54ce3008ecbed628d2d4476d05a3399c83eb1fee,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_planning_basis_source_model.py,tests,tests,Pytest validation file,.py,test_planning_basis_source_model.py,9149,295,12b55d4cca0777d7ab229c32871d8f8d24baa3f1,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_planning_foundation.py,tests,tests,Pytest validation file,.py,test_planning_foundation.py,70010,2212,58493c2b63217e1330b8c684477fc59a1a4eab8f,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_profile_source_model.py,tests,tests,Pytest validation file,.py,test_profile_source_model.py,6331,189,448e2d24c28d037f430741890b22345ccc9db136,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_prompt_contract_cli.py,tests,tests,Pytest validation file,.py,test_prompt_contract_cli.py,2732,94,e22b23f6338b23111e590a7baf0e6875e2bf21a1,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_prompt_contract_logic.py,tests,tests,Pytest validation file,.py,test_prompt_contract_logic.py,4655,141,306b89495952304b453a55d54519bb1afe614e38,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
tests/test_renderer_output.py,tests,tests,Pytest validation file,.py,test_renderer_output.py,4969,127,0a2a13f58737d21e7a032bd38a81386ac9fc6d5d,Executable validation/test coverage.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
